Date,XRT US,XLK US,XLE US,XLF US,XLU US,XLV US,XLP US,XLY US,XLI US
14/4/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
17/4/2017,42.02,52.85,69.46,23.3,51.91,74.25,55.23,87.44,64.72
18/4/2017,42.18,52.84,68.81,23.08,52.03,73.44,55.48,87.45,64.51
19/4/2017,42.43,52.8,67.8,23.01,51.67,73.66,55.27,87.53,64.57
20/4/2017,43.22,53.28,68.13,23.4,51.47,74.12,55.16,88.45,65.35
21/4/2017,42.89,53.17,67.79,23.16,51.73,73.68,55,88.25,65.41
24/4/2017,43.15,53.8,68.19,23.68,52,74.41,55.5,88.82,66.34
25/4/2017,43.11,54.08,68.77,23.89,51.93,74.73,55.72,89.52,66.66
26/4/2017,43.53,54.02,68.54,23.87,51.77,75.14,55.27,89.94,66.67
27/4/2017,43.47,54.24,67.79,23.76,51.95,75.3,55.2,90.42,66.65
28/4/2017,42.91,54.38,67.84,23.53,51.7,75.5,55.18,90.06,66.34
1/5/2017,42.88,54.79,67.65,23.68,51.39,75.67,54.97,90.18,66.14
2/5/2017,43.31,54.91,67.31,23.65,51.45,75.88,54.6,90.28,66.46
3/5/2017,43.02,54.81,67.5,23.84,51.27,75.51,54.65,89.75,66.51
4/5/2017,42.77,54.77,66.26,23.88,51.45,76.01,55.07,89.61,66.58
5/5/2017,43.39,54.97,67.31,23.84,51.73,75.97,55.22,90.17,66.92
8/5/2017,43.26,55.21,67.79,23.82,51.71,75.5,55.2,90.34,66.74
9/5/2017,43.79,55.28,67.23,23.73,51.33,75.59,55,90.86,66.83
10/5/2017,44.1,55.49,68.12,23.81,51.41,75.37,55.04,90.55,66.69
11/5/2017,42.91,55.42,67.98,23.66,51.48,75.41,55.12,90.01,66.67
12/5/2017,42.13,55.56,67.75,23.56,51.73,75.28,54.96,89.88,66.3
15/5/2017,42.07,55.87,68.28,23.74,51.95,75.77,55.14,89.9,66.61
16/5/2017,41.74,56.13,67.94,23.81,51.57,75.48,55.09,89.59,66.54
17/5/2017,40.88,54.6,67.27,23.06,51.7,74.49,55.01,88.14,65.21
18/5/2017,40.97,54.92,67.25,23.15,51.88,74.82,55.05,88.65,65.3
19/5/2017,40.96,55.24,68.08,23.35,52.08,75.03,55.35,89.25,66.16
22/5/2017,41.31,55.68,67.93,23.41,52.53,75.23,55.66,89.7,66.67
23/5/2017,40.55,55.78,68.09,23.59,52.67,75.48,55.72,89.36,66.81
24/5/2017,40.4,56.01,67.73,23.58,52.97,75.67,55.94,89.68,66.89
25/5/2017,40.81,56.41,66.5,23.62,53.4,76.03,56.29,90.47,67.33
26/5/2017,40.82,56.38,66.61,23.61,53.4,75.89,56.5,90.74,67.41
29/5/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
30/5/2017,40.75,56.62,65.72,23.45,53.57,75.78,56.48,90.81,67.39
31/5/2017,40.74,56.53,65.44,23.25,53.84,76.08,56.64,91.05,67.52
1/6/2017,41.64,56.67,65.85,23.54,54.22,76.92,57.1,91.91,67.94
2/6/2017,41.3,57.19,65.09,23.45,54.28,77.42,57.27,92.24,68.21
5/6/2017,41.29,57.24,65.21,23.49,54.11,77.2,57.33,91.99,67.97
6/6/2017,40.39,57.13,65.98,23.39,53.99,77.01,57.19,91.2,67.51
7/6/2017,40.55,57.31,65.05,23.57,54.17,77.22,57.17,91.36,67.43
8/6/2017,40.46,57.44,64.86,23.84,53.72,77,56.74,90.77,67.65
9/6/2017,41.04,56.02,66.42,24.29,53.67,77.52,56.67,90.37,67.91
12/6/2017,41.15,55.69,66.89,24.34,53.57,77.42,56.66,90.32,68.16
13/6/2017,41.26,56.09,67.39,24.47,53.7,77.58,56.75,90.88,68.44
14/6/2017,41.17,55.82,66.17,24.51,53.99,77.95,57.11,90.83,68.37
15/6/2017,40.66,55.57,65.67,24.41,54.3,77.87,56.98,90.45,68.78
16/6/2017,39.97,55.25,66.3,24.29,54.11,77.69,55.95,90.15,68.68
19/6/2017,40.14,56.07,65.88,24.54,53.93,78.5,56.22,90.84,69.1
20/6/2017,39.32,55.62,65.04,24.33,53.96,78.76,56,89.7,68.36
21/6/2017,38.8,55.93,63.99,24.13,53.64,79.76,55.84,89.84,67.9
22/6/2017,39.06,55.95,63.95,23.98,53.39,80.59,55.47,89.63,67.76
23/6/2017,39.53,56.3,64.38,23.89,53.21,80.47,55.49,89.52,68.01
26/6/2017,40.25,56,64.24,24.02,53.57,80.39,55.71,89.84,68.03
27/6/2017,40.25,55.08,64.14,24.14,52.97,79.66,55.23,89.13,67.52
28/6/2017,40.58,55.77,64.49,24.52,52.46,80.08,55.43,90.03,68.13
29/6/2017,40.48,54.77,64.63,24.69,52.04,79.35,54.84,89.16,67.55
30/6/2017,40.72,54.72,64.92,24.67,51.96,79.24,54.94,89.63,68.11
3/7/2017,41.02,54.34,66.17,25.03,51.72,79.38,54.89,89.54,68.53
4/7/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/7/2017,40.33,54.88,64.83,25.07,51.47,79.85,54.85,89.32,68.73
6/7/2017,39.46,54.38,64.11,24.88,51.45,78.82,54.54,88.41,68.13
7/7/2017,39.7,55.01,64.01,25.05,51.49,79.22,54.51,89.2,68.66
10/7/2017,38.75,55.41,64.22,25.02,51.45,79.07,54.13,89.39,68.86
11/7/2017,38.79,55.53,64.57,24.8,51.42,78.98,53.98,89.21,68.8
12/7/2017,39.03,56.25,64.75,24.88,51.86,79.52,54.28,89.89,69.18
13/7/2017,39.93,56.36,65.01,25.03,51.68,79.59,54.29,89.9,69.13
14/7/2017,39.86,56.86,65.4,24.92,51.92,80.13,54.72,90.19,69.43
17/7/2017,40.22,56.87,65.32,24.84,52.16,79.84,54.78,90.41,69.39
18/7/2017,40.12,57.13,65.01,24.8,52.31,79.9,54.78,90.82,69.23
19/7/2017,40.5,57.42,65.96,24.81,52.53,80.55,54.98,91.26,69.3
20/7/2017,40.59,57.54,65.76,24.8,52.91,81.08,54.99,91.07,68.91
21/7/2017,40.36,57.47,65.11,24.8,53.29,80.99,55.08,91.13,68.78
24/7/2017,39.76,57.61,64.99,24.91,52.79,80.96,54.9,90.82,68.63
25/7/2017,40.81,57.5,65.81,25.22,52.49,80.38,55.28,91.46,68.54
26/7/2017,40.81,57.72,65.88,25.05,52.99,80.11,55.27,91.42,68.63
27/7/2017,41.37,57.5,66.55,24.91,53.12,79.56,55.81,92.09,68.24
28/7/2017,41.32,57.44,66.47,24.91,53.04,79.96,55.34,91.39,68.4
31/7/2017,41.16,57.16,66.62,25.09,53.22,79.89,55.32,91.36,68.31
1/8/2017,41.3,57.45,66.61,25.27,53.52,79.71,55.26,91.52,68.11
2/8/2017,40.77,57.61,66.36,25.31,53.75,79.53,55.22,91.27,68.41
3/8/2017,40.69,57.48,65.43,25.22,54.02,79.66,55.17,91.02,68.75
4/8/2017,41.11,57.61,65.64,25.39,53.78,79.48,55.02,91.03,68.88
7/8/2017,41.33,57.96,65.14,25.35,53.95,79.65,55.43,91.24,68.88
8/8/2017,41.11,57.88,64.99,25.28,54.17,79.28,55.22,91.29,68.67
9/8/2017,40.64,57.85,65.05,25.28,53.89,79.37,55.31,90.76,68.69
10/8/2017,39.4,56.71,64.36,24.83,54.06,78.38,55.08,89.4,67.82
11/8/2017,39.65,57.1,63.94,24.73,53.74,78.6,55.12,89.86,67.86
14/8/2017,39.66,58.01,63.75,25.07,54.05,79.13,55.39,90.5,68.57
15/8/2017,38.59,58.1,63.51,25.09,54.35,79.13,55.67,89.67,68.42
16/8/2017,38.96,58.27,62.9,25.04,54.57,79.35,55.86,90.13,68.61
17/8/2017,38.32,57.13,62.01,24.61,54.18,78.36,55.35,88.69,67.42
18/8/2017,38.19,57.07,62.32,24.62,54.5,78,55.2,88.25,67.15
21/8/2017,37.93,57.05,62,24.55,54.7,78.35,55.4,88.41,67.26
22/8/2017,38.45,57.9,62.41,24.82,54.82,79.3,55.41,89.36,68.03
23/8/2017,38.49,57.76,62.68,24.74,55,78.7,55.25,88.6,67.39
24/8/2017,38.84,57.71,62.72,24.74,54.96,78.93,54.49,88.41,67.18
25/8/2017,39.3,57.7,63,24.81,55.14,78.95,54.67,88.63,67.5
28/8/2017,39.13,57.81,62.72,24.65,55.24,79.37,54.51,88.68,67.46
29/8/2017,38.9,58.06,62.64,24.57,55.12,79.52,54.7,88.6,67.95
30/8/2017,38.99,58.48,62.67,24.67,54.96,79.93,54.69,89.24,68.23
31/8/2017,39.17,58.83,62.97,24.7,54.97,81.29,54.71,89.66,68.46
1/9/2017,39.7,58.78,63.58,24.77,54.8,81.23,54.97,90.07,68.52
4/9/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
5/9/2017,39.66,58.26,63.93,24.24,54.94,80.88,55.05,89.7,67.83
6/9/2017,40.18,58.31,64.97,24.3,54.69,81.27,55.28,90.26,67.9
7/9/2017,40.37,58.51,65.09,23.88,55.1,82.17,55.36,89.48,68.04
8/9/2017,40.08,58.03,64.4,24.1,55.36,82.54,55.09,89.17,68.27
11/9/2017,40.34,58.85,65.01,24.52,55.83,83.18,55.43,89.64,68.86
12/9/2017,40.95,58.99,65.41,24.81,54.9,83.36,55.55,90.04,69.19
13/9/2017,41.38,58.91,66.23,24.85,54.63,83.05,55.58,90.69,69.09
14/9/2017,41.07,58.71,66.55,24.8,55.09,83.16,55.47,90.2,69.42
15/9/2017,41.2,58.74,65.84,24.77,54.75,82.59,55.22,89.63,69.39
18/9/2017,41.04,58.79,66.12,25.06,54.19,82.57,55.3,89.32,69.78
19/9/2017,40.62,59.05,66.39,25.25,54.08,81.92,55.13,89.24,69.85
20/9/2017,40.51,58.81,66.84,25.4,53.68,82,54.6,89.54,70.36
21/9/2017,40.31,58.49,66.86,25.46,53.67,81.58,54.08,89.39,70.57
22/9/2017,40.8,58.52,67.2,25.43,53.23,81.58,53.92,89.54,70.75
25/9/2017,41.2,57.83,68.17,25.4,53.72,81.34,54.31,89.35,70.75
26/9/2017,41.46,58.04,68.14,25.39,53.62,81.21,54.44,89.36,70.75
27/9/2017,41.96,58.63,68.43,25.7,52.9,81.18,54.02,89.85,70.83
28/9/2017,41.73,58.7,68.49,25.74,53.09,81.25,54.02,89.74,70.79
29/9/2017,41.77,59.1,68.48,25.86,53.05,81.73,53.98,90.08,71
2/10/2017,41.76,59.19,68.46,26.08,53.14,82.56,53.88,90.25,71.49
3/10/2017,41.9,59.33,68.39,26.17,52.99,82.54,53.94,90.63,71.8
4/10/2017,41.59,59.29,68.34,26.05,53.52,82.94,54.11,91.1,71.78
5/10/2017,41.9,59.86,68.65,26.32,53.47,83,54.35,91.61,71.95
6/10/2017,41.65,59.95,68.07,26.35,53.43,82.89,53.81,91.72,71.94
9/10/2017,40.86,60.1,68.21,26.25,53.5,82.37,53.66,91.43,71.74
10/10/2017,40.97,60.16,68.27,26.37,54.02,82.56,54.13,91.34,71.85
11/10/2017,40.41,60.36,68.43,26.32,54.25,82.72,54.24,91.39,71.81
12/10/2017,39.88,60.21,68.18,26.12,54.53,82.63,54.47,90.78,72.19
13/10/2017,40,60.5,68.14,26.13,54.15,82.42,54.57,91.22,72.06
16/10/2017,39.73,60.72,68.29,26.3,54.03,82.06,54.59,91.34,72.14
17/10/2017,40.02,60.72,68.33,26.17,54.35,83.16,54.39,91.39,71.95
18/10/2017,40.27,60.87,67.85,26.31,54.25,83.28,54.32,91.14,71.98
19/10/2017,40.16,60.69,67.64,26.33,54.82,83.79,54.03,91.14,72.18
20/10/2017,40.65,61.1,67.77,26.64,54.86,83.88,53.9,91.36,72.96
23/10/2017,40.77,60.81,67.42,26.62,54.89,83.67,53.86,90.74,72.5
24/10/2017,40.9,60.98,67.55,26.81,54.94,83.11,53.67,90.96,72.91
25/10/2017,40.59,60.65,67.08,26.65,54.7,82.99,53.52,90.61,72.19
26/10/2017,40.75,60.9,67.22,26.8,54.71,82.16,53.56,90.93,72.29
27/10/2017,40.14,62.54,67.34,26.78,55.05,82.14,53.1,92.4,72.32
30/10/2017,39.48,62.68,67.69,26.67,55.06,81.26,52.65,91.98,71.82
31/10/2017,39.49,62.95,67.91,26.6,55.12,81.11,53.09,91.99,71.53
1/11/2017,39.58,62.96,68.68,26.64,54.81,81.31,53.26,92.02,71.49
2/11/2017,40.04,62.99,68.48,26.89,55.01,80.94,53.13,91.33,71.9
3/11/2017,39.88,63.49,68.68,26.78,55.21,81.61,53.14,91.7,71.83
6/11/2017,39.94,63.63,70.25,26.75,55,81.36,52.57,92.37,71.87
7/11/2017,39,63.66,70.16,26.38,55.66,81.53,53.16,91.82,71.98
8/11/2017,39.07,64.01,69.82,26.25,55.7,81.72,53.74,91.92,71.86
9/11/2017,39.71,63.5,70.03,26.16,55.77,81.73,53.73,92.06,70.96
10/11/2017,40.18,63.5,69.66,26.08,55.51,81.2,54.28,92.37,71.06
13/11/2017,39.7,63.48,69.26,26.12,56.17,81.28,54.59,92.68,70.82
14/11/2017,39.8,63.35,68.14,26.11,56.87,80.95,54.78,92.76,70.63
15/11/2017,39.88,62.88,67.37,26.18,56.38,80.72,54.2,92.36,70.23
16/11/2017,40.61,63.76,67.1,26.19,56.2,81.56,54.95,93.13,70.89
17/11/2017,41.75,63.35,67.43,26.16,55.81,81.24,54.76,93.54,70.5
20/11/2017,42.1,63.59,67.27,26.28,55.64,80.9,54.7,93.72,70.82
21/11/2017,41.58,64.26,67.42,26.36,55.79,81.61,54.88,94.3,71.33
22/11/2017,41.7,64.14,67.69,26.23,55.79,81.58,54.81,94.39,71.41
23/11/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
24/11/2017,41.52,64.5,67.88,26.22,55.88,81.77,54.77,94.63,71.41
27/11/2017,41.6,64.5,67.19,26.2,56.12,81.84,54.8,94.7,71.53
28/11/2017,42.87,64.71,67.71,26.88,56.38,82.44,55.25,95.75,72.62
29/11/2017,43.94,63.28,68.08,27.34,56.41,82.85,55.54,96.16,73.26
30/11/2017,43.73,63.84,69.1,27.52,56.6,83.47,56.05,96.65,74.51
1/12/2017,43.52,63.51,69.68,27.58,56.41,83.3,56.19,96.61,73.59
4/12/2017,44.52,62.49,69.65,28,56.09,82.28,56.72,97.73,74.21
5/12/2017,44.07,62.51,69.35,27.85,55.38,82.14,56.63,97.17,73.58
6/12/2017,44.11,62.91,68.45,27.75,55.59,82.07,56.99,96.54,73.69
7/12/2017,44.41,63.3,68.65,27.84,55.69,82.09,56.44,96.79,74.37
8/12/2017,44.93,63.6,69.28,28.01,55.87,83.01,56.59,97.25,74.69
11/12/2017,44.82,64.15,69.78,27.94,56.21,83.36,56.58,97.46,74.54
12/12/2017,44.19,64.13,69.59,28.22,55.25,83.69,56.59,97.5,74.62
13/12/2017,44.65,64.15,69.49,27.87,55.4,83.98,56.91,97.58,74.91
14/12/2017,43.82,64.07,69.24,27.69,55.33,83.13,56.66,97.88,74.4
15/12/2017,44.28,64.56,68.72,27.81,55.02,83.71,56.88,97.97,74.52
18/12/2017,45.46,65.13,69.25,28.06,54.41,83.74,56.85,98.85,75.05
19/12/2017,45.05,64.73,69.35,27.94,53.42,83.64,56.92,98.72,75.07
20/12/2017,45.2,64.71,70.33,27.89,53,83.37,56.82,98.53,75.32
21/12/2017,45.39,64.58,71.82,28.13,52.37,83.18,56.78,99.17,75.38
22/12/2017,45.51,64.54,71.97,28.05,52.45,82.91,56.87,98.98,75.4
25/12/2017,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A,#N/A N/A
26/12/2017,46.02,64.11,72.6,27.97,52.14,82.93,57,99.2,75.48
27/12/2017,45.47,64.18,72.36,28,52.36,83.07,56.99,99,75.66
28/12/2017,45.52,64.29,72.47,28.11,52.65,83.19,56.9,99.27,75.81
29/12/2017,45.18,63.95,72.26,27.91,52.68,82.68,56.89,98.69,75.67
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
,,,,,,,,,
